host_name,host_since,neighbourhood,property_type,room_type,price
Nana,2019-08-21,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,500.00"
趙,2023-12-19,,Entire rental unit,Entire home/apt,"$24,143.00"
趙,2023-12-19,,Entire rental unit,Entire home/apt,"$29,571.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$33,864.00"
航大,2024-07-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,038.00"
Beihao,2019-02-22,,Private room in condo,Private room,"$15,229.00"
Hai Dang,2015-10-21,,Private room in home,Private room,"$6,000.00"
Yuki,2016-04-26,"Shinagawa City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,359.00"
Mitsuko,2015-06-18,,Private room in home,Private room,"$16,231.00"
Kousuke,2019-04-06,"Ota City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$24,183.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
楊,2017-07-19,,Entire rental unit,Entire home/apt,"$23,500.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
Beihao,2019-02-22,,Private room in condo,Private room,"$23,280.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
Wen Tao,2023-04-21,"Bunkyo City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,000.00"
Ryo & Yuri,2015-03-30,,Entire rental unit,Entire home/apt,"$16,500.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,
Lei,2024-03-15,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,571.00"
瞳,2024-07-15,,Entire rental unit,Entire home/apt,"$5,242.00"
Lei,2024-03-15,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,107.00"
Lei,2024-03-15,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$27,143.00"
愛里,2019-09-06,,Entire rental unit,Entire home/apt,"$10,717.00"
Wen Tao,2023-04-21,"Bunkyo City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,000.00"
Wen Tao,2023-04-21,"Bunkyo City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,000.00"
井口,2023-09-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,028.00"
Wen Tao,2023-04-21,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,829.00"
Wen Tao,2023-04-21,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,829.00"
Tomohiro,2021-09-15,,Private room in rental unit,Private room,"$9,286.00"
Kyoko,2023-09-08,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,992.00"
Masato,2023-03-21,,Entire rental unit,Entire home/apt,"$11,604.00"
かな,2019-12-18,,Entire home,Entire home/apt,"$11,303.00"
Yanqin,2024-06-26,,Entire home,Entire home/apt,"$68,983.00"
玉立,2019-03-28,,Entire rental unit,Entire home/apt,"$14,904.00"
健太,2023-09-24,,Entire rental unit,Entire home/apt,"$10,300.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$33,857.00"
昌明,2024-07-28,,Private room in home,Private room,"$8,000.00"
香澄,2024-07-19,,Entire home,Entire home/apt,"$26,464.00"
Keijirou,2024-07-29,,Entire home,Entire home/apt,"$52,250.00"
Yuri,2018-11-05,,Entire rental unit,Entire home/apt,"$25,163.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$33,864.00"
東京一哥,2017-12-21,"Taito City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$52,657.00"
圭太,2023-08-22,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Saori,2015-11-09,,Entire home,Entire home/apt,"$45,600.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$33,414.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$36,681.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$30,343.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$24,286.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$34,129.00"
耕,2024-07-28,,Entire rental unit,Entire home/apt,"$28,273.00"
鹰翔,2016-03-01,,Entire villa,Entire home/apt,"$54,286.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,750.00"
Daisuke,2024-07-30,,Entire home,Entire home/apt,"$32,096.00"
豊田,2015-03-20,,Entire home,Entire home/apt,"$26,078.00"
圭太,2021-10-19,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,750.00"
圭太,2019-11-25,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,250.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$37,170.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$33,271.00"
晴菜,2024-07-25,,Entire rental unit,Entire home/apt,"$39,892.00"
Tsuyoshi,2017-10-03,,Entire home,Entire home/apt,"$37,670.00"
周,2023-07-12,"Katsushika City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$32,843.00"
航大,2024-07-28,"Adachi City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,
Yutaro,2022-03-10,,Entire home,Entire home/apt,"$57,309.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$30,786.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
Masato,2023-03-21,,Entire rental unit,Entire home/apt,"$18,023.00"
圭太,2021-11-09,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,679.00"
圭太,2022-12-25,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,400.00"
Ema,2013-11-17,,Entire rental unit,Entire home/apt,"$24,183.00"
正美,2024-07-29,,Entire home,Entire home/apt,"$17,985.00"
Liu,2017-04-21,,Entire rental unit,Entire home/apt,"$11,040.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
睦美,2024-07-29,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,173.00"
Japan House,2019-12-26,,Entire rental unit,Entire home/apt,"$16,730.00"
圭太,2023-07-04,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
圭太,2022-12-25,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,400.00"
圭太,2022-12-25,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,400.00"
圭太,2023-07-04,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,467.00"
Jie,2019-04-11,,Entire rental unit,Entire home/apt,"$21,686.00"
Liu,2017-04-21,,Entire rental unit,Entire home/apt,"$9,200.00"
Liu,2017-04-21,,Entire rental unit,Entire home/apt,"$11,040.00"
Sumyca,2022-06-07,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,600.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
Masato,2023-03-21,,Entire rental unit,Entire home/apt,"$14,291.00"
Jie,2019-04-11,,Entire rental unit,Entire home/apt,"$40,000.00"
Anton,2023-04-06,"Nakano City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$56,475.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$37,243.00"
Ray,2023-01-25,,Entire rental unit,Entire home/apt,"$33,857.00"
Hanna,2023-02-10,,Entire home,Entire home/apt,"$37,321.00"
悠華,2024-07-29,,Entire home,Entire home/apt,"$23,857.00"
Kasumi,2018-06-01,,Entire rental unit,Entire home/apt,"$21,118.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
玲奈,2019-08-24,,Entire rental unit,Entire home/apt,"$25,107.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
圭太,2023-12-12,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,300.00"
Mutawakil Al,2023-04-09,,Private room in home,Private room,
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,590.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,590.00"
健,2024-06-04,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$28,571.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,590.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,805.00"
石山,2020-12-15,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Yanqin,2024-06-26,,Entire home,Entire home/apt,"$25,852.00"
Compass Stay,2024-07-29,"Bunkyo City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$21,468.00"
充,2023-08-03,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,871.00"
世界の,2023-10-09,,Entire rental unit,Entire home/apt,"$31,543.00"
シー,2024-08-01,,Private room in rental unit,Private room,"$36,000.00"
Kasumi,2018-06-01,,Entire rental unit,Entire home/apt,"$27,370.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$15,000.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$15,000.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,648.00"
洋輔,2024-07-30,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,173.00"
愛,2024-07-30,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,960.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,591.00"
由香,2023-11-24,"Bunkyo City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,903.00"
Jang,2017-02-08,,Room in aparthotel,Entire home/apt,"$36,000.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$33,000.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,312.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,648.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,354.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,648.00"
圭太,2023-10-23,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,354.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$33,286.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$34,143.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$35,286.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$35,286.00"
翔子,2024-07-31,,Private room in home,Private room,"$17,795.00"
Hong,2015-09-17,"Nakano City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$28,663.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
SHaokai,2024-07-06,,Private room in rental unit,Private room,"$23,736.00"
健悟,2023-10-19,,Entire rental unit,Entire home/apt,"$10,000.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$15,000.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$21,714.00"
隼人,2024-07-31,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,757.00"
隼人,2024-07-31,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,671.00"
光輝,2024-06-14,,Entire home,Entire home/apt,"$23,750.00"
Akemi And Yuta,2023-07-18,"Suginami City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,571.00"
Ostay-Jennie,2015-03-25,,Entire rental unit,Entire home/apt,"$46,700.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
Ostay-Jennie,2015-03-25,,Entire rental unit,Entire home/apt,"$45,857.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
Ostay-Jennie,2015-03-25,,Entire rental unit,Entire home/apt,"$34,571.00"
Yuki,2016-04-26,"Itabashi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,120.00"
Jingjing,2013-02-05,,Entire serviced apartment,Entire home/apt,"$40,030.00"
維琳,2024-04-09,,Entire rental unit,Entire home/apt,"$26,871.00"
順子,2022-08-23,"Nakano City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$22,851.00"
Yinbang,2017-08-07,,Entire home,Entire home/apt,"$24,501.00"
宅東,2018-12-07,,Entire rental unit,Entire home/apt,"$24,300.00"
翔子,2024-07-31,,Private room in home,Private room,"$13,415.00"
Sugita,2019-09-24,,Entire home,Entire home/apt,"$22,072.00"
弥生,2024-08-02,,Entire rental unit,Entire home/apt,
久堅,2024-08-02,,Room in hotel,Private room,"$20,229.00"
弥生,2024-08-02,,Entire condo,Entire home/apt,
宅東,2018-12-07,,Entire rental unit,Entire home/apt,"$20,443.00"
宅東,2018-12-07,,Entire rental unit,Entire home/apt,"$21,471.00"
幸太郎,2024-04-05,,Entire rental unit,Entire home/apt,"$51,469.00"
上霞,2024-08-01,"Edogawa City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$22,726.00"
Yujing,2017-05-17,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,669.00"
Yujing,2017-05-17,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$28,301.00"
Yujing,2017-05-17,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$27,873.00"
晃治,2023-11-27,,Entire rental unit,Entire home/apt,"$67,273.00"
Hong,2015-09-17,,Entire condo,Entire home/apt,"$28,663.00"
押本,2024-07-31,"Koto City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,643.00"
爱彼迎旅行家,2024-07-26,"Taito City, Tokyo Prefecture, Japan",Private room in rental unit,Private room,"$141,877.00"
博志,2024-07-29,,Entire rental unit,Entire home/apt,"$17,924.00"
和,2018-01-25,,Entire rental unit,Entire home/apt,"$21,000.00"
爱彼迎旅行家,2024-07-26,,Entire rental unit,Entire home/apt,"$8,285,713.00"
菅原,2019-07-18,,Private room in home,Private room,"$8,862.00"
學琳,2024-08-01,,Entire home,Entire home/apt,"$20,250.00"
Kousin,2017-01-18,,Entire home,Entire home/apt,"$61,554.00"
瑠里子,2024-08-02,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,000.00"
祐介,2024-08-02,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,529.00"
Yujing,2017-05-17,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$46,869.00"
Hiroki,2017-12-21,,Entire rental unit,Entire home/apt,"$18,714.00"
Kousin,2017-01-18,,Entire home,Entire home/apt,"$31,200.00"
Akemi And Yuta,2023-07-18,"Suginami City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Akemi And Yuta,2023-07-18,"Suginami City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,571.00"
幸太郎,2024-04-05,,Entire rental unit,Entire home/apt,"$14,496.00"
Minh Hai,2024-07-20,,Private room in home,Private room,"$20,000.00"
秀彰,2023-09-08,,Entire home,Entire home/apt,"$25,000.00"
SunOcean,2023-09-27,,Private room in home,Private room,"$23,271.00"
友見子,2016-08-09,,Entire rental unit,Entire home/apt,"$15,169.00"
Uedaya,2021-08-02,,Entire rental unit,Entire home/apt,"$9,571.00"
Fun Tokyo,2024-01-16,,Entire home,Entire home/apt,"$33,929.00"
泉屋,2024-02-13,,Private room in rental unit,Private room,"$24,650.00"
Ayana,2024-08-03,,Entire rental unit,Entire home/apt,"$22,800.00"
Ayana,2024-08-03,,Entire rental unit,Entire home/apt,"$20,208.00"
幸太郎,2024-04-05,,Entire rental unit,Entire home/apt,"$14,496.00"
幸太郎,2024-04-05,,Entire rental unit,Entire home/apt,"$14,496.00"
Miyuki,2015-06-04,,Entire rental unit,Entire home/apt,"$10,979.00"
玉立,2024-08-04,,Entire condo,Entire home/apt,"$7,760.00"
玉立,2024-08-04,,Entire rental unit,Entire home/apt,"$9,146.00"
玉立,2024-08-04,,Entire rental unit,Entire home/apt,"$8,730.00"
Jiro,2023-05-30,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$14,730.00"
浩仁,2020-06-22,,Entire rental unit,Entire home/apt,"$13,714.00"
Rao,2023-04-14,,Private room in home,Private room,"$7,491.00"
Rao,2023-04-14,,Private room in home,Private room,"$7,229.00"
Hirokazu,2024-03-13,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,840.00"
Aguri,2023-12-06,,Entire rental unit,Entire home/apt,"$18,000.00"
Tsuyoshi,2017-10-03,,Entire home,Entire home/apt,"$34,176.00"
健太,2023-09-24,,Entire rental unit,Entire home/apt,"$11,790.00"
Rei,2024-03-15,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,857.00"
郁子,2024-06-27,"Chofu, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$16,600.00"
Jang,2017-02-08,,Entire rental unit,Entire home/apt,"$36,000.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$13,603.00"
Yume,2020-04-01,,Entire home,Entire home/apt,"$27,123.00"
Takuya,2018-12-27,,Entire rental unit,Entire home/apt,"$14,720.00"
淳,2017-12-09,,Entire rental unit,Entire home/apt,"$22,794.00"
Japan House,2019-12-26,,Entire home,Entire home/apt,"$39,148.00"
Ij,2015-05-25,,Entire rental unit,Entire home/apt,"$11,617.00"
Kaoru,2024-05-15,,Entire home,Entire home/apt,"$33,250.00"
昊華,2024-08-04,,Entire home,Entire home/apt,"$23,969.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$41,273.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$27,568.00"
Sayaka  &    Riku,2015-07-10,"Koto City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,
Keiko,2023-08-12,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,857.00"
Mochi,2022-11-04,,Entire home,Entire home/apt,"$14,400.00"
Koji,2024-03-30,,Entire rental unit,Entire home/apt,"$16,200.00"
Rao,2023-04-14,,Private room in home,Private room,"$6,999.00"
春瑶,2022-03-08,,Entire rental unit,Entire home/apt,"$11,224.00"
植松,2023-08-05,"Nakano City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$36,005.00"
Yuko,2024-07-09,,Entire rental unit,Entire home/apt,"$24,164.00"
Ij,2015-05-25,,Entire rental unit,Entire home/apt,"$32,517.00"
足立,2018-08-21,,Entire home,Entire home/apt,"$27,000.00"
Wen,2016-02-29,,Entire rental unit,Entire home/apt,"$16,200.00"
夏菜,2024-07-16,"Meguro City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$58,357.00"
Rao,2023-04-14,,Private room in home,Private room,"$12,486.00"
俊一,2017-05-06,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,007.00"
Yuki,2022-12-30,,Entire rental unit,Entire home/apt,"$78,171.00"
Beihao,2019-02-22,"Toshima City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$44,514.00"
Ayaka,2016-07-31,,Entire rental unit,Entire home/apt,
Jiro,2023-05-30,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$13,537.00"
Netexboom Japan,2023-06-02,"Nakano City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,207.00"
Netexboom Japan,2023-06-02,"Nakano City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,207.00"
Wenhua,2024-07-26,,Entire home,Entire home/apt,
Yuri,2018-11-05,,Entire rental unit,Entire home/apt,"$49,286.00"
紗代子,2014-10-30,,Entire home,Entire home/apt,"$15,607.00"
柄澤,2024-05-31,,Entire home,Entire home/apt,"$34,105.00"
徹也,2022-01-04,,Entire rental unit,Entire home/apt,"$15,786.00"
Myunghee,2016-12-06,,Private room in rental unit,Private room,"$28,473.00"
直也,2024-02-20,,Private room in rental unit,Private room,"$46,000.00"
義貴,2024-08-06,"Sumida City, Tokyo Prefecture, Japan",Entire townhouse,Entire home/apt,"$22,708.00"
荒井,2024-05-03,,Entire rental unit,Entire home/apt,"$55,770.00"
Shizuka,2020-01-18,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,811.00"
Shizuka,2020-01-18,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,300.00"
優子,2024-03-27,,Entire rental unit,Entire home/apt,"$30,427.00"
有助,2023-11-28,,Entire rental unit,Entire home/apt,"$20,134.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$13,406.00"
Keika,2019-08-21,,Entire home,Entire home/apt,"$23,560.00"
Yuri,2015-06-08,,Entire home,Entire home/apt,"$45,733.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$13,669.00"
有助,2023-11-28,,Entire rental unit,Entire home/apt,"$31,816.00"
Mimaru東京 赤坂,2019-10-25,,Room in hotel,Private room,"$47,857.00"
弥生,2024-08-02,,Entire condo,Entire home/apt,
鄭,2016-10-04,"Adachi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,378.00"
Andi,2023-07-29,,Entire rental unit,Entire home/apt,
Issei Max,2016-11-16,,Entire rental unit,Entire home/apt,"$22,700.00"
Keiko,2020-11-14,,Entire rental unit,Entire home/apt,"$11,233.00"
航大,2024-08-07,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,998.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$16,560.00"
玉立,2024-08-04,,Entire condo,Entire home/apt,"$11,224.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$14,851.00"
有助,2023-11-28,,Entire rental unit,Entire home/apt,"$16,296.00"
有助,2023-11-28,,Entire rental unit,Entire home/apt,"$15,631.00"
有助,2023-11-28,,Entire rental unit,Entire home/apt,"$15,696.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$15,640.00"
Dan,2023-11-28,,Entire rental unit,Entire home/apt,"$15,640.00"
魯,2024-08-02,,Entire rental unit,Entire home/apt,"$11,943.00"
Bofu,2024-01-10,,Entire rental unit,Entire home/apt,"$15,076.00"
Haru,2022-07-23,,Entire home,Entire home/apt,"$19,429.00"
司,2018-09-24,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$100,000.00"
司,2018-09-24,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$100,000.00"
Yuri,2015-06-08,,Entire rental unit,Entire home/apt,"$45,015.00"
浩,2024-07-11,"Toshima City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$57,027.00"
美莎,2018-12-18,,Entire rental unit,Entire home/apt,
圭太,2023-07-04,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,136.00"
Delin,2017-05-16,,Private room in ryokan,Private room,"$13,200.00"
玉立,2024-08-04,,Entire condo,Entire home/apt,"$11,640.00"
玉立,2024-08-04,,Entire rental unit,Entire home/apt,"$20,786.00"
Shohei,2023-03-13,,Entire home,Entire home/apt,"$149,286.00"
Junsheng,2023-09-15,,Entire rental unit,Entire home/apt,"$34,643.00"
Lynn,2013-11-16,,Entire rental unit,Entire home/apt,"$21,171.00"
Pqd,2023-12-15,"Edogawa City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,029.00"
山田,2023-09-14,,Entire home,Entire home/apt,"$24,577.00"
美莎,2018-12-18,,Entire rental unit,Entire home/apt,"$29,643.00"
克彦,2023-10-29,,Entire rental unit,Entire home/apt,"$28,126.00"
Yuji,2024-08-07,,Entire rental unit,Entire home/apt,"$22,824.00"
Lei,2024-03-15,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,129.00"
安藤,2024-07-31,,Entire home,Entire home/apt,"$18,960.00"
Bofu,2024-01-10,,Entire home,Entire home/apt,"$49,747.00"
Jianrui,2024-08-07,,Entire rental unit,Entire home/apt,"$20,043.00"
Bofu,2024-01-10,,Entire villa,Entire home/apt,"$39,077.00"
Sumyca,2024-04-23,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,667.00"
Han,2020-12-10,,Entire home,Entire home/apt,"$52,250.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$22,143.00"
Chie,2019-12-02,,Entire rental unit,Entire home/apt,"$63,937.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,214.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
類佳,2024-08-08,,Entire home,Entire home/apt,"$18,400.00"
Howard En Hao,2024-08-08,,Entire rental unit,Entire home/apt,"$75,441.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,110.00"
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,700.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,657.00"
張,2023-02-11,,Entire home,Entire home/apt,"$69,221.00"
優子,2024-03-27,,Entire home,Entire home/apt,"$29,719.00"
Akira,2016-01-06,,Entire home,Entire home/apt,"$23,786.00"
維琳,2024-04-09,,Entire rental unit,Entire home/apt,"$27,659.00"
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,700.00"
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,930.00"
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,700.00"
圭太,2023-06-14,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,280.00"
Sherry,2023-07-26,,Entire rental unit,Entire home/apt,"$38,800.00"
Zheng,2024-08-08,"Shibuya City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$37,334.00"
Soohyun,2023-10-07,,Entire rental unit,Entire home/apt,"$11,407.00"
